"density","pH","sulphates","alcohol","quality","Wine_ID"
"0.9911","3","0.32","12.8","7","1823"
"0.9964","3.4","0.54","10","6","1824"
"0.9974","3.2","0.32","9","5","1825"
"0.9944","3.4","0.6","10.4","5","1826"
"0.9974","3.2","0.32","9","5","1827"
"0.9964","3.4","0.54","10","6","1828"
"0.9963","3.4","0.54","10","6","1829"
"0.9948","3.1","0.43","11.3","7","1830"
"0.9948","3.1","0.43","11.3","7","1831"
"0.9953","3.1","0.51","12","7","1832"
"0.9948","3.1","0.43","11.3","7","1833"
"0.9953","3.1","0.51","12","7","1834"
"0.9949","3.6","0.41","10.6","6","1835"
"0.9988","3","0.56","9.3","5","1836"
"0.9954","3","0.54","9.4","6","1837"
"0.992","3.3","0.64","11","7","1838"
"0.9984","3.4","0.55","9.3","6","1839"
"0.9954","3","0.54","9.4","6","1840"
"0.9926","3.4","0.51","10.5","5","1841"
"0.992","3.3","0.64","11","7","1842"
"0.9976","3.1","0.52","9.5","6","1843"
"0.9972","3.3","0.77","11.2","6","1844"
"0.991","3.3","0.62","12.3","6","1845"
"0.998","3.3","0.44","9","5","1846"
"0.9966","3.1","0.38","9","5","1847"
"0.998","3.3","0.44","9","5","1848"
"1.0007","3","0.82","9","5","1849"
"0.992","3.3","0.42","11.4","6","1850"
"0.9925","3.2","0.42","11","7","1851"
"0.991","3.3","0.62","12.3","6","1852"
"0.9934","3.6","0.67","10.4","7","1853"
"0.9955","3.3","0.59","10.3","5","1854"
"0.9944","3.3","0.55","10.5","7","1855"
"0.9981","3.1","0.45","9.8","6","1856"
"0.9968","3.1","0.46","10","4","1857"
"0.9946","3.1","0.47","9.7","5","1858"
"0.9946","3.1","0.47","9.7","5","1859"
"0.9981","3.1","0.45","9.8","6","1860"
"0.9946","3.3","0.66","10.5","6","1861"
"0.997","3.1","0.46","10","6","1862"
"0.9924","3.2","0.92","11.5","7","1863"
"0.9958","3.2","0.39","9.5","5","1864"
"0.994","3.4","0.61","10.5","6","1865"
"0.9958","3.1","0.43","10.2","6","1866"
"0.9984","3.3","0.5","9.8","6","1867"
"0.9948","3.1","0.37","11.6","6","1868"
"0.9932","3.2","0.38","11.8","7","1869"
"0.9952","3","0.37","10.1","7","1870"
"0.9924","3.3","0.5","10.3","6","1871"
"0.9945","3.3","0.49","10.4","6","1872"
"0.9976","3.1","0.46","8.9","5","1873"
"0.9976","3.1","0.46","8.9","5","1874"
"0.9938","3.1","0.31","10.8","5","1875"
"0.9997","3.4","0.6","9.2","5","1876"
"0.994","3.2","0.49","9.6","6","1877"
"0.9921","3.1","0.37","10.4","6","1878"
"0.9986","3","0.57","8.7","6","1879"
"0.9987","3.1","0.36","9.2","6","1880"
"0.9991","3.2","0.63","9.2","5","1881"
"0.9987","3.1","0.36","9.2","6","1882"
"0.9991","3.2","0.63","9.2","5","1883"
"0.9991","3.2","0.63","9.2","5","1884"
"0.9948","3.4","0.39","10.2","5","1885"
"0.9987","3.1","0.36","9.2","6","1886"
"0.993","3.2","0.32","9","5","1887"
"0.9988","3.4","0.43","9.7","5","1888"
"1","3.3","0.42","9.6","5","1889"
"0.9932","3.1","0.76","10","5","1890"
"0.9991","3.2","0.63","9.2","5","1891"
"0.9989","3.2","0.64","9.1","5","1892"
"1","3.3","0.41","8.7","5","1893"
"1","3.3","0.41","8.7","5","1894"
"0.9952","3.1","0.44","9.5","5","1895"
"0.9969","2.9","0.49","9.5","6","1896"
"0.9966","2.9","0.41","8.9","6","1897"
"0.9966","2.9","0.41","8.9","6","1898"
"0.9976","3.3","0.64","9.9","6","1899"
"0.99","3.3","0.62","12.6","7","1900"
"0.9988","2.7","0.43","9.7","6","1901"
"0.9942","3","0.34","10.4","5","1902"
"0.9984","2.9","0.49","9.1","6","1903"
"0.9932","3","0.55","10.4","5","1904"
"0.9969","2.9","0.49","9.5","6","1905"
"0.9966","2.9","0.41","8.9","6","1906"
"0.9933","3.2","0.69","10.6","5","1907"
"0.9916","3.1","0.59","12","7","1908"
"0.9914","2.9","0.59","12.5","7","1909"
"0.9966","3.2","0.39","9.6","5","1910"
"0.9958","3.1","0.42","9.2","5","1911"
"0.9926","3","0.74","9.9","6","1912"
"0.9939","3","0.46","11.7","6","1913"
"0.9953","3.1","0.5","9.6","6","1914"
"0.9906","3","0.37","12","6","1915"
"0.9914","2.9","0.59","12.5","7","1916"
"0.9958","3.1","0.42","9.2","5","1917"
"0.9926","3","0.74","9.9","6","1918"
"0.9991","3.2","0.58","8.9","6","1919"
"0.9994","3.2","0.66","9","6","1920"
"0.9976","3","0.49","10.2","7","1921"
"0.9966","3.2","0.39","9.6","5","1922"
"0.9953","3.3","0.41","9.4","5","1923"
"0.9923","3","0.48","10.4","5","1924"
"0.993","3.2","0.4","10.4","4","1925"
"0.9931","3.2","0.43","10","6","1926"
"0.9932","3.2","0.43","10","6","1927"
"0.9926","3.1","0.41","10.5","5","1928"
"0.9938","3.2","0.39","11.4","6","1929"
"0.9966","3.1","0.4","10.2","5","1930"
"0.9974","3","0.41","10.4","6","1931"
"0.9924","3.2","0.37","11","3","1932"
"0.9948","2.9","0.34","10.1","6","1933"
"0.9964","3","0.35","9.2","5","1934"
"0.9924","3.2","0.66","10.3","6","1935"
"0.9966","3.1","0.4","10.2","5","1936"
"0.9974","3","0.41","10.4","6","1937"
"0.9938","3.2","0.39","11.1","7","1938"
"0.9928","3.3","0.34","9.9","5","1939"
"0.9959","3.1","0.38","9","5","1940"
"1.0001","2.9","0.64","8.6","5","1941"
"0.9959","3.1","0.38","9","5","1942"
"1.0001","2.9","0.64","8.6","5","1943"
"0.9968","3.2","0.52","9.5","5","1944"
"0.9932","3","0.4","9","5","1945"
"0.9954","3","0.58","10","6","1946"
"0.9992","3.6","0.43","9","6","1947"
"0.9932","3","0.4","9","5","1948"
"0.9939","3.3","0.57","10.2","7","1949"
"0.9952","3","0.44","9.6","5","1950"
"0.9996","3","0.46","9.7","5","1951"
"0.9966","3","0.49","10.2","4","1952"
"0.9925","3","0.34","13","7","1953"
"0.996","3.4","0.74","10.8","6","1954"
"0.9996","3","0.46","9.7","5","1955"
"0.9973","2.9","0.57","9","5","1956"
"0.9937","3.4","0.4","9.9","5","1957"
"0.9966","3.3","0.38","9.2","6","1958"
"1.0017","3","0.58","8.7","6","1959"
"0.993","2.8","0.37","10.1","5","1960"
"0.993","2.8","0.37","10.1","5","1961"
"0.9959","2.9","0.64","9.5","5","1962"
"0.9958","3.2","0.57","9.9","5","1963"
"1.0017","3","0.58","8.7","6","1964"
"0.9958","3.2","0.46","9","5","1965"
"0.9979","3","0.38","8.6","6","1966"
"0.9941","3.1","0.35","10.5","6","1967"
"0.997","3.1","0.56","9.5","7","1968"
"0.9934","3.4","0.53","10.1","6","1969"
"0.9927","3.5","0.79","11.7","7","1970"
"0.9944","3.2","0.47","10.7","6","1971"
"0.9927","3.5","0.79","11.7","7","1972"
"0.9963","3.2","0.42","9.2","5","1973"
"1.0011","3.2","0.39","8.8","5","1974"
"1.0011","3.2","0.39","8.8","5","1975"
"0.9959","3.2","0.43","9.5","6","1976"
"0.9973","3.6","0.55","10.2","5","1977"
"0.9966","3.3","0.5","9.1","6","1978"
"0.9932","3.2","0.54","10.5","6","1979"
"0.9984","3.1","0.46","9","6","1980"
"0.999","3.1","0.46","8.9","8","1981"
"0.999","3.1","0.46","8.9","8","1982"
"0.999","3.1","0.46","8.9","8","1983"
"0.999","3.1","0.46","8.9","8","1984"
"0.999","3.1","0.46","8.9","8","1985"
"1.0006","3.2","0.62","9.1","6","1986"
"0.9937","3.2","0.53","10.1","6","1987"
"0.9954","3.1","0.55","10","5","1988"
"0.997","3.1","0.53","9.5","6","1989"
"0.9912","3.1","0.31","12.3","7","1990"
"0.9939","3.2","0.52","9.1","4","1991"
"0.999","3.1","0.46","8.9","8","1992"
"0.9957","3.5","0.44","9.6","5","1993"
"0.9926","3.1","0.45","11.6","6","1994"
"0.9994","3.3","0.67","8.8","6","1995"
"1.0004","3.3","0.82","8.9","6","1996"
"0.9994","3.3","0.67","8.8","6","1997"
"1.0004","3.3","0.82","8.9","6","1998"
"1.0004","3.3","0.82","8.9","6","1999"
"1.0002","3.1","0.46","9","6","2000"
"0.9922","3.2","0.46","10","5","2001"
"0.9922","3.2","0.46","10","5","2002"
"0.9934","3.4","0.69","11.1","6","2003"
"0.9926","3.1","0.45","11.6","6","2004"
"0.9941","3.4","0.68","10.6","6","2005"
"0.9994","3.3","0.67","8.8","6","2006"
"1.0004","3.3","0.82","8.9","6","2007"
"0.9924","3.3","0.58","10.1","6","2008"
"0.9948","3.5","0.47","10","5","2009"
"0.9935","3.2","0.41","12.2","7","2010"
"0.9918","3.2","0.53","11","6","2011"
"0.9948","3.5","0.47","10","5","2012"
"0.9924","3.4","0.45","11.1","5","2013"
"0.9979","3.2","0.67","10.4","6","2014"
"0.993","2.9","0.36","11.8","5","2015"
"0.994","3.1","0.66","10.8","6","2016"
"0.991","3.3","0.38","12.5","7","2017"
"0.993","2.9","0.36","11.8","5","2018"
"0.9922","3.3","0.46","11.6","7","2019"
"0.9979","3.2","0.67","10.4","6","2020"
"0.9937","3.2","0.7","11.5","6","2021"
"0.9928","3.2","0.42","10.1","6","2022"
"0.9965","3.1","0.53","9.2","6","2023"
"0.9928","3.2","0.42","10.1","6","2024"
"0.9991","3.1","0.64","9.2","5","2025"
"0.9948","3.1","0.42","8.9","5","2026"
"0.9925","3.1","0.54","10.1","5","2027"
"0.9958","3.1","0.45","8.9","5","2028"
"0.9962","3.1","0.45","9.7","6","2029"
"0.9965","3.1","0.53","9.2","6","2030"
"0.9951","3.1","0.52","11","6","2031"
"0.9944","3.1","0.47","10.7","5","2032"
"0.9916","3.2","0.54","10.8","6","2033"
"0.9987","3.4","0.4","9.8","5","2034"
"0.9928","3.3","0.48","11","5","2035"
"0.9926","3","0.35","10.4","5","2036"
"0.9934","3.8","0.41","10.2","6","2037"
"0.9944","3.1","0.47","10.7","5","2038"
"0.9949","3.3","0.44","9","5","2039"
"0.9926","3.1","0.38","10.6","5","2040"
"0.997","3.2","0.59","9.5","6","2041"
"0.9949","3.3","0.44","9","5","2042"
"0.9948","3.3","0.45","9.2","6","2043"
"0.992","3","0.53","11","6","2044"
"0.9964","3.3","0.63","9.9","6","2045"
"0.9926","3.1","0.38","10.6","5","2046"
"0.9982","3.4","0.47","9.3","5","2047"
"0.9955","3.1","0.41","9.6","5","2048"
"0.9955","3.1","0.42","9.5","5","2049"
"0.9958","3.4","0.57","9.7","7","2050"
"0.9997","2.9","0.55","9.7","3","2051"
"1.0001","3.3","0.36","8.7","5","2052"
"1.0001","3.3","0.36","8.7","5","2053"
"0.9918","3","0.38","12.4","5","2054"
"0.9918","3","0.38","12.4","5","2055"
"0.9931","3.1","0.26","10.6","6","2056"
"1.0001","3.3","0.36","8.7","5","2057"
"0.9926","3.4","0.82","12","7","2058"
"0.9966","3.1","0.47","9","5","2059"
"0.9932","3.1","0.47","8.8","5","2060"
"0.9969","3.2","0.56","9.5","5","2061"
"0.9925","3.3","0.4","10.8","6","2062"
"0.9914","3.2","0.48","11.4","5","2063"
"0.996","3.6","0.46","10.3","5","2064"
"0.9952","3.3","0.75","9.5","6","2065"
"0.9934","3.2","0.44","9.9","5","2066"
"0.9939","3.2","0.39","10.2","5","2067"
"0.9939","3.2","0.39","10.2","5","2068"
"0.9906","3.4","0.37","11","6","2069"
"0.9901","3.2","0.34","12.1","7","2070"
"0.9948","3.3","0.51","9.1","6","2071"
"0.995","3.3","0.68","9.5","6","2072"
"0.9953","3.3","0.76","9.5","5","2073"
"0.9953","3.3","0.79","9.8","5","2074"
"0.9952","3.3","0.75","9.5","6","2075"
"0.996","3.6","0.46","10.3","5","2076"
"0.9948","3.3","0.67","9.6","5","2077"
"0.9951","3.5","0.54","10.2","6","2078"
"0.9931","3.7","0.72","10.5","6","2079"
"0.9962","3.3","0.41","10.4","4","2080"
"0.9948","3.3","0.67","9.6","5","2081"
"0.9959","3.2","0.33","10.7","5","2082"
"0.9962","3.2","0.34","10.5","6","2083"
"0.9958","2.9","0.42","10.6","5","2084"
"0.9948","3.3","0.76","9.6","6","2085"
"0.9948","3.3","0.76","9.6","6","2086"
"0.994","3.1","0.58","9.5","5","2087"
"0.9942","3.1","0.58","9.4","6","2088"
"0.9942","3.2","0.38","9.8","6","2089"
"0.9948","3.3","0.76","9.6","6","2090"
"0.9964","3.2","0.44","9.2","5","2091"
"0.9958","3.2","0.38","9.5","5","2092"
"0.9932","3.3","0.38","9.2","5","2093"
"0.9986","2.9","0.35","9.4","5","2094"
"0.9986","2.9","0.35","9.4","5","2095"
"0.9988","3.4","0.46","9.3","5","2096"
"0.9953","3.2","0.4","9.1","5","2097"
"0.9983","3.4","0.4","9.5","5","2098"
"1","3.4","0.35","9.1","6","2099"
"0.9951","3.6","0.46","10.6","5","2100"
"0.9983","3.4","0.4","9.5","5","2101"
"0.9906","3.2","0.56","12.4","6","2102"
"0.9981","3.2","0.49","8.7","5","2103"
"0.9936","3.1","0.45","8.8","5","2104"
"0.9951","3.6","0.46","10.6","5","2105"
"0.9953","3.2","0.4","9.1","5","2106"
"1.0005","3","0.66","9","5","2107"
"0.9972","3.2","0.48","10.3","6","2108"
"1","3.4","0.35","9.1","6","2109"
"0.9969","3.1","0.55","9.5","6","2110"
"1.0001","3.3","0.37","8.8","5","2111"
"1.0001","3.3","0.37","8.8","5","2112"
"1.0001","3.3","0.37","8.8","5","2113"
"0.9934","3.4","0.62","9.9","5","2114"
"0.9969","3.1","0.55","9.5","6","2115"
"1.0001","3.3","0.37","8.8","5","2116"
"0.9902","3.1","0.37","11.7","4","2117"
"0.993","3.2","0.56","10.8","5","2118"
"0.9914","3.4","0.42","12","6","2119"
"0.9941","3.2","0.39","10.3","4","2120"
"0.9967","3.1","0.38","9","5","2121"
"0.9918","3.2","0.58","12.2","7","2122"
"0.998","3.4","0.38","9.9","5","2123"
"0.9967","3.1","0.38","9","5","2124"
"0.9918","3.2","0.58","12.2","7","2125"
"0.9957","3.2","0.46","10.1","5","2126"
"0.9986","3.3","0.55","9.3","5","2127"
"0.9958","3.1","0.7","9.5","5","2128"
"0.9948","3.4","0.5","9.2","6","2129"
"0.9918","3.3","0.72","11.7","5","2130"
"0.9923","3.4","0.38","11","5","2131"
"0.9998","3.4","0.38","9.6","6","2132"
"0.9998","3.4","0.38","9.6","6","2133"
"0.9914","3","0.68","11.9","6","2134"
"0.9939","3.3","0.52","10.8","6","2135"
"0.9966","3.4","0.55","10.1","5","2136"
"0.995","3.3","0.52","10.9","6","2137"
"0.9966","3.4","0.55","10.1","5","2138"
"0.994","3.3","0.31","10.4","5","2139"
"0.9972","3.1","0.39","9.2","5","2140"
"0.9998","3.3","0.5","9.6","5","2141"
"0.9998","3.3","0.5","9.6","5","2142"
"0.9982","3.1","0.46","9","5","2143"
"0.9924","3.4","0.74","11.5","7","2144"
"0.9972","3.2","0.48","10.2","6","2145"
"0.997","3.4","0.42","9.9","6","2146"
"0.9954","3.4","0.4","9.6","6","2147"
"0.9962","3.1","0.54","10.6","5","2148"
"0.9972","3.1","0.39","9.2","5","2149"
"0.9921","3.2","0.46","11.8","6","2150"
"0.9905","3.2","0.43","12.2","6","2151"
"0.9998","3.3","0.5","9.6","5","2152"
"0.993","3.2","0.41","10.6","6","2153"
"0.9941","3.3","0.45","10.3","6","2154"
"0.9994","3.1","0.59","10.2","4","2155"
"0.9962","3.1","0.46","10.7","5","2156"
"0.992","3.1","0.31","11.7","4","2157"
"0.9922","3","0.33","12","6","2158"
"0.994","3.5","0.66","10.6","6","2159"
"0.9897","3.3","0.34","12.2","4","2160"
"0.9954","3.5","0.48","11","6","2161"
"0.99","3.2","0.46","12.4","7","2162"
"0.9948","2.8","0.44","9.4","6","2163"
"0.9922","3","0.33","12","6","2164"
"0.998","3","0.35","11.6","5","2165"
"0.9944","3.2","0.47","9.4","5","2166"
"0.9944","3.2","0.47","9.4","5","2167"
"0.9986","3.1","0.49","9.1","7","2168"
"0.9986","3.1","0.49","9.1","7","2169"
"0.9986","3.1","0.49","9.1","7","2170"
"0.9986","3.1","0.49","9.1","7","2171"
"0.9986","3.1","0.49","9.1","7","2172"
"0.996","3.2","0.37","9.2","5","2173"
"0.9999","3.2","0.54","9.2","5","2174"
"0.9986","3.1","0.49","9.1","7","2175"
"0.9986","3.1","0.49","9.1","7","2176"
"0.996","3.2","0.37","9.2","5","2177"
"0.9951","3.3","0.44","9","7","2178"
"0.9999","3.2","0.54","9.2","5","2179"
"0.993","3.2","0.55","10.8","6","2180"
"0.9982","3.4","0.46","9.5","6","2181"
"0.992","3.1","0.4","11","6","2182"
"0.9963","3.2","0.47","10","5","2183"
"0.995","3.2","0.47","9.5","5","2184"
"0.9956","3.3","0.47","10.1","6","2185"
"0.997","3.2","0.44","9.5","7","2186"
"0.9936","3.1","0.53","9.5","5","2187"
"0.9935","3.1","0.42","9.5","5","2188"
"0.9963","3.4","0.49","9.4","6","2189"
"0.9967","2.9","0.54","9.4","6","2190"
"0.9912","3.3","0.51","12.7","6","2191"
"0.9981","3.1","0.32","9.7","5","2192"
"0.9966","3.3","0.51","9.7","6","2193"
"0.9967","2.9","0.54","9.4","6","2194"
"0.9963","3.4","0.49","9.4","6","2195"
"0.9935","3.1","0.42","9.5","5","2196"
"0.9902","3.1","0.38","11.7","6","2197"
"0.99","3.1","0.37","11.7","6","2198"
"0.996","3.2","0.52","9.7","5","2199"
"0.9966","3.2","0.52","9.5","6","2200"
"0.9962","3.3","0.53","9.1","5","2201"
"0.994","3.2","0.67","10.3","6","2202"
"0.996","3.2","0.52","9.7","5","2203"
"0.994","3.2","0.55","9.9","5","2204"
"0.9944","3.2","0.56","9.9","5","2205"
"0.9974","3.3","0.6","10.2","5","2206"
"0.996","3","0.37","12.1","6","2207"
"0.9922","3.2","0.64","11.3","7","2208"
"0.9917","3.2","0.49","11.4","5","2209"
"0.9918","3.2","0.64","12.2","6","2210"
"0.9936","3.2","0.5","9.9","7","2211"
"0.9938","3.6","0.78","10.3","6","2212"
"0.9918","3.2","0.64","12.2","6","2213"
"0.9939","3.5","0.65","10.4","6","2214"
"0.9917","3.2","0.49","11.4","5","2215"
"0.9981","3.1","0.4","9.9","6","2216"
"0.9941","3.3","0.62","10","5","2217"
"0.9928","3.2","0.38","11.5","6","2218"
"0.9952","3.4","0.6","10.5","6","2219"
"0.9898","3.3","0.36","12.5","7","2220"
"0.9914","3","0.44","10.5","6","2221"
"0.9981","3.1","0.4","9.9","6","2222"
"0.9957","3.1","0.47","11.4","7","2223"
"0.998","3.4","0.42","9.8","6","2224"
"0.9957","3.1","0.47","11.4","7","2225"
"0.9986","3","0.44","9.2","4","2226"
"0.9983","3.1","0.46","8.9","5","2227"
"0.9982","3.1","0.46","8.9","5","2228"
"0.997","2.9","0.59","9.5","7","2229"
"0.9947","3.2","0.36","11.5","6","2230"
"0.997","2.9","0.59","9.5","7","2231"
"0.9947","3.2","0.36","11.5","6","2232"
"0.99416","3","0.45","9.5","6","2233"
"0.99516","3.4","0.51","9.7","5","2234"
"0.99496","3.2","0.79","9.7","5","2235"
"0.9974","3.3","0.46","9.5","6","2236"
"0.99579","3.2","0.5","9.4","5","2237"
"0.9983","3.1","0.45","9","4","2238"
"0.99471","3.6","0.44","10.6","6","2239"
"0.9974","3.3","0.46","9.5","6","2240"
"0.99644","3.2","0.49","9.1","5","2241"
"0.99579","3.2","0.5","9.4","5","2242"
"0.99699","3.1","0.54","8.8","5","2243"
"0.99758","3.5","0.74","10.4","5","2244"
"0.9977","3.1","0.51","8.9","5","2245"
"0.99397","3.2","0.38","10.6","7","2246"
"0.9983","3.1","0.45","9","4","2247"
"0.99471","3.6","0.44","10.6","6","2248"
"0.99243","3.3","0.45","10.6","6","2249"
"0.9962","3.2","0.47","9","5","2250"
"1.00182","3.1","0.61","8.8","6","2251"
"0.99384","3.5","0.6","10.5","7","2252"
"0.99582","3.2","0.52","9.5","5","2253"
"0.9962","3.2","0.47","9","5","2254"
"0.9924","3.1","0.43","10.4","6","2255"
"0.99466","3.4","0.46","10","6","2256"
"0.99212","3","0.68","10.4","5","2257"
"0.99449","3.1","0.53","9","6","2258"
"0.99748","3.2","0.45","9.3","5","2259"
"0.99449","3.1","0.53","9","6","2260"
"0.99748","3.2","0.45","9.3","5","2261"
"0.99475","3.2","0.45","9","6","2262"
"0.99189","3.1","0.44","11.5","6","2263"
"0.99827","3.1","0.48","9","5","2264"
"0.99752","3.5","0.77","10.4","6","2265"
"0.99827","3.1","0.48","9","5","2266"
"0.99479","3.1","0.43","10.6","5","2267"
"0.99752","3.5","0.77","10.4","6","2268"
"0.99642","3.5","0.4","8.5","6","2269"
"1.00047","3.1","0.67","9.3","6","2270"
"0.99382","3.5","0.66","10.5","7","2271"
"0.99784","3.4","0.46","9.9","6","2272"
"0.99486","3.4","0.42","10.4","6","2273"
"0.99537","3.4","0.47","10.1","5","2274"
"0.99382","3.5","0.66","10.5","7","2275"
"0.99838","3","0.49","9.2","4","2276"
"0.99566","3.2","0.44","9.4","6","2277"
"0.99268","3.5","0.39","10.6","6","2278"
"0.99566","3.2","0.44","9.4","6","2279"
"0.99468","3.1","0.56","8.7","5","2280"
"0.9933","3.6","0.54","10.2","6","2281"
"0.99307","3.6","0.55","10.3","6","2282"
"0.99907","3.1","0.68","9.5","5","2283"
"0.99907","3.1","0.68","9.5","5","2284"
"0.99907","3.1","0.68","9.5","5","2285"
"0.99907","3.1","0.68","9.5","5","2286"
"0.99471","3.2","0.49","9.4","5","2287"
"0.99471","3.2","0.49","9.4","5","2288"
"0.99907","3.1","0.68","9.5","5","2289"
"0.99148","3.2","0.58","12.6","7","2290"
"0.99383","3.5","0.64","10.5","7","2291"
"0.99365","3.1","0.56","10.8","6","2292"
"0.99272","3.2","0.46","9.9","6","2293"
"0.99148","3.2","0.58","12.6","7","2294"
"0.99235","3.4","0.58","12.2","7","2295"
"0.99508","3.2","0.37","10","6","2296"
"0.9946","3.3","0.57","10.6","7","2297"
"0.99674","3.2","0.53","9.5","6","2298"
"0.99018","3.3","0.54","12.8","8","2299"
"0.99235","3.4","0.58","12.2","7","2300"
"0.99084","3.3","0.44","12.6","7","2301"
"0.99856","3.5","0.45","9.4","5","2302"
"0.99591","3.2","0.43","9","5","2303"
"0.9975","3.2","0.48","9.1","5","2304"
"0.9944","3.1","0.4","9.4","6","2305"
"0.99173","3.3","0.42","12.2","7","2306"
"0.99378","3.2","0.68","10","5","2307"
"0.99805","2.9","0.44","9.2","5","2308"
"0.99534","3.1","0.49","9.3","5","2309"
"0.99232","3.1","0.5","9.8","6","2310"
"0.99805","2.9","0.44","9.2","5","2311"
"0.99078","3.3","0.41","12","7","2312"
"0.99534","3.1","0.49","9.3","5","2313"
"0.99061","3.3","0.63","12.6","7","2314"
"0.99182","3.3","0.38","12.2","6","2315"
"0.9966","3.4","0.58","11","6","2316"
"0.9912","3.3","0.39","12","7","2317"
"0.99779","3.2","0.44","8.8","5","2318"
"0.99814","3.2","0.46","8.9","4","2319"
"0.99096","3.6","0.48","12.7","7","2320"
"0.99379","3.1","0.67","11.8","6","2321"
"0.99426","3.8","0.55","10.2","5","2322"
"0.99228","3.2","0.61","9.9","6","2323"
"0.99335","3.4","0.66","11.1","6","2324"
"0.99595","3.2","0.48","9.4","5","2325"
"0.99297","3.1","0.36","9.7","6","2326"
"0.99687","3.1","0.29","9.7","5","2327"
"0.99297","3.1","0.36","9.7","6","2328"
"0.99687","3.1","0.29","9.7","5","2329"
"0.99445","3.2","0.53","9.8","5","2330"
"0.9986","3.3","0.59","9.3","6","2331"
"0.99154","3","0.42","10.5","5","2332"
"0.9981","3.5","0.59","9.3","6","2333"
"0.98993","3.5","0.6","12.6","8","2334"
"1.00241","3.4","0.43","8.9","5","2335"
"0.99716","3.2","0.51","10.3","5","2336"
"0.99437","3.3","0.67","10.6","5","2337"
"0.9972","3.2","0.57","9","4","2338"
"0.99756","3.5","0.62","9.7","5","2339"
"0.99509","3.2","0.55","9.5","6","2340"
"0.99572","3.5","0.59","10.3","6","2341"
"0.99756","3.5","0.62","9.7","5","2342"
"0.99175","3.2","0.59","12.3","8","2343"
"0.99254","3.4","0.52","10.5","5","2344"
"0.99509","3.2","0.55","9.5","6","2345"
"0.99676","3.1","0.49","10","6","2346"
"0.9979","3.1","0.44","8.8","4","2347"
"0.99194","3","0.54","10.9","6","2348"
"0.99077","3","0.77","12.2","6","2349"
"0.99782","3.1","0.62","9.5","5","2350"
"0.99942","3.5","0.59","10","5","2351"
"0.99708","3.1","0.57","9.6","6","2352"
"0.99353","3.1","0.46","8.7","6","2353"
"0.99256","3.4","0.48","10.7","7","2354"
"0.99199","3.4","0.48","11.1","6","2355"
"0.9918","3.3","0.45","12.5","7","2356"
"0.99354","3.3","0.5","10.4","6","2357"
"0.99244","3.2","0.37","11.5","5","2358"
"0.99831","3.1","0.66","9.4","5","2359"
"0.99396","3","0.36","9.3","5","2360"
"0.99724","3.2","0.49","10.1","6","2361"
"0.99524","3.3","0.58","9.7","5","2362"
"0.9927","3.5","0.5","10.5","6","2363"
"0.99802","3.4","0.42","9.7","5","2364"
"0.99512","3.6","0.51","9.2","5","2365"
"0.99438","3.2","0.44","9.8","5","2366"
"0.99679","3.1","0.52","9","5","2367"
"0.99652","3.2","0.49","9.1","6","2368"
"0.99698","3.3","0.37","10.4","6","2369"
"0.99474","3.7","0.46","10.7","6","2370"
"0.99511","3.6","0.49","10.5","7","2371"
"0.99582","3.2","0.43","9.2","5","2372"
"0.99125","3.3","0.4","11.5","4","2373"
"0.99256","3.1","0.54","10.4","3","2374"
"0.9911","3.3","0.41","12","6","2375"
"0.99168","3.4","0.43","12.2","6","2376"
"0.9911","3.3","0.41","12","6","2377"
"0.99556","3.3","0.46","9.8","6","2378"
"1.00098","3.1","0.51","9.3","5","2379"
"0.99516","3.5","0.63","9.6","4","2380"
