"fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","Wine_ID"
"6.6","0.25","0.31","1.5","0.035","32","127","1706"
"6.4","0.24","0.22","1.5","0.038","38","157","1707"
"6.8","0.26","0.29","16.95","0.056","48","179","1708"
"7","0.61","0.26","1.7","0.051","25","161","1709"
"6.8","0.22","0.3","13.6","0.055","50","180","1710"
"8.1","0.31","0.24","1.6","0.032","10","67","1711"
"7","0.2","0.3","6.1","0.037","31","120","1712"
"7.9","0.18","0.37","3","0.061","25","178","1713"
"6.6","0.34","0.27","6.2","0.059","23","136","1714"
"6.8","0.3","0.24","6.6","0.123","35","116","1715"
"6.5","0.18","0.34","1.6","0.04","43","148","1716"
"7","0.21","0.31","6","0.046","29","108","1717"
"6.8","0.27","0.32","1.5","0.044","19","142","1718"
"9.3","0.2","0.33","1.7","0.05","28","178","1719"
"5.8","0.23","0.27","1.8","0.043","24","69","1720"
"7.6","0.2","0.39","2.6","0.044","30","180","1721"
"8.2","0.15","0.48","2.7","0.052","24","190","1722"
"7.5","0.4","1","19.5","0.041","33","148","1723"
"6.5","0.18","0.34","1.6","0.04","43","148","1724"
"7","0.13","0.3","5","0.056","31","122","1725"
"6.9","0.17","0.22","4.6","0.064","55","152","1726"
"7","0.3","0.32","6.4","0.034","28","97","1727"
"7.6","0.445","0.44","14.5","0.045","68","212","1728"
"6.8","0.3","0.24","6.6","0.123","35","116","1729"
"7.5","0.22","0.33","6.7","0.036","45","138","1730"
"9.2","0.23","0.3","1.1","0.031","40","99","1731"
"8.7","0.34","0.46","13.8","0.055","68","198","1732"
"6.6","0.545","0.04","2.5","0.031","48","111","1733"
"8.1","0.3","0.31","1.1","0.041","49","123","1734"
"6.9","0.16","0.3","9.6","0.057","50","185","1735"
"8","0.32","0.36","4.6","0.042","56","178","1736"
"6.1","0.22","0.23","3.1","0.052","15","104","1737"
"6.9","0.16","0.3","9.6","0.057","50","185","1738"
"7.5","0.15","0.38","1.8","0.054","19","101","1739"
"8.4","0.29","0.29","1.05","0.032","4","55","1740"
"6.6","0.37","0.47","6.5","0.061","23","150","1741"
"7.7","0.38","0.4","2","0.038","28","152","1742"
"6.3","0.25","0.23","14.9","0.039","47","142","1743"
"8.3","0.3","0.36","10","0.042","33","169","1744"
"6.6","0.22","0.58","1.1","0.133","52","136","1745"
"6.1","0.34","0.31","12","0.053","46","238","1746"
"7.5","0.22","0.29","4.8","0.05","33","87","1747"
"8.3","0.3","0.36","10","0.042","33","169","1748"
"8","0.27","0.24","1.2","0.044","20","102","1749"
"6.1","0.17","0.27","1.5","0.056","45","135","1750"
"7.4","0.18","0.3","10.4","0.045","44","174","1751"
"6.7","0.16","0.28","2.5","0.046","40","153","1752"
"6.1","0.255","0.44","12.3","0.045","53","197","1753"
"7.4","0.23","0.25","1.4","0.049","43","141","1754"
"6.4","0.16","0.28","2.2","0.042","33","93","1755"
"6.3","0.25","0.23","14.9","0.039","47","142","1756"
"6.7","0.27","0.25","8","0.053","54","202","1757"
"6.9","0.29","0.23","8.6","0.056","56","215","1758"
"9.6","0.21","0.28","1.2","0.038","12","53","1759"
"6.6","0.62","0.2","8.7","0.046","81","224","1760"
"6.4","0.28","0.19","5.4","0.042","67","181","1761"
"8","0.3","0.28","5.7","0.044","31","124","1762"
"6.4","0.17","0.27","1.5","0.037","20","98","1763"
"7.3","0.21","0.3","10.9","0.037","18","112","1764"
"6.7","0.27","0.25","8","0.053","54","202","1765"
"6.9","0.29","0.23","8.6","0.056","56","215","1766"
"6.6","0.32","0.26","7.7","0.054","56","209","1767"
"7.4","0.32","0.22","1.7","0.051","50","179","1768"
"6.6","0.37","0.07","1.4","0.048","58","144","1769"
"7.7","0.43","0.28","4.5","0.046","33","102","1770"
"7.8","0.39","0.26","9.9","0.059","33","181","1771"
"6.5","0.18","0.26","1.4","0.041","40","141","1772"
"7.8","0.4","0.26","9.5","0.059","32","178","1773"
"7.8","0.39","0.26","9.9","0.059","33","181","1774"
"6.9","0.19","0.28","3","0.054","33","99","1775"
"7.7","0.49","1","19.6","0.03","28","135","1776"
"6.6","0.25","0.35","14","0.069","42","163","1777"
"6.5","0.18","0.26","1.4","0.041","40","141","1778"
"6.4","0.15","0.36","1.8","0.034","43","150","1779"
"6.4","0.15","0.36","1.8","0.034","43","150","1780"
"8.4","0.17","0.31","5.4","0.052","47","150","1781"
"6.1","0.32","0.37","1.8","0.051","13","200","1782"
"8.5","0.21","0.26","9.25","0.034","73","142","1783"
"8.7","0.45","0.4","1.5","0.067","17","100","1784"
"6.7","0.24","0.29","6.8","0.038","54","127","1785"
"8.5","0.21","0.26","9.25","0.034","73","142","1786"
"7.4","0.33","0.26","2.6","0.04","29","115","1787"
"7.2","0.26","0.3","2.1","0.033","50","158","1788"
"8.2","0.36","0.29","7.6","0.035","37","122","1789"
"7.8","0.2","0.24","1.6","0.026","26","189","1790"
"9.4","0.16","0.3","1.4","0.042","26","176","1791"
"6.4","0.33","0.24","1.6","0.054","25","117","1792"
"7.8","0.22","0.36","1.4","0.056","21","153","1793"
"7.4","0.35","0.31","17.95","0.062","42","187","1794"
"6.6","0.37","0.24","2","0.064","23","120","1795"
"6.7","0.37","0.41","6.3","0.061","22","149","1796"
"7.1","0.37","0.32","1.4","0.037","27","126","1797"
"6.9","0.25","0.27","9.05","0.039","37","128","1798"
"6.8","0.23","0.29","15.4","0.073","56","173","1799"
"6.4","0.26","0.21","7.1","0.04","35","162","1800"
"7.6","0.3","0.22","10.2","0.049","57","191","1801"
"9.4","0.16","0.23","1.6","0.042","14","67","1802"
"6.8","0.23","0.29","15.4","0.073","56","173","1803"
"6.4","0.26","0.21","7.1","0.04","35","162","1804"
"7.6","0.3","0.22","10.2","0.049","57","191","1805"
"7.5","0.33","0.39","12.4","0.065","29","119","1806"
"7.6","0.38","0.2","3.4","0.046","9","116","1807"
"8.8","0.2","0.43","15","0.053","60","184","1808"
"7.5","0.33","0.39","12.4","0.065","29","119","1809"
"8.8","0.2","0.43","15","0.053","60","184","1810"
"6.6","0.36","0.21","1.5","0.049","39","184","1811"
"7.6","0.38","0.2","3.4","0.046","9","116","1812"
"5.6","0.46","0.24","4.8","0.042","24","72","1813"
"7.2","0.15","0.38","1.2","0.038","18","110","1814"
"8.2","0.42","0.29","4.1","0.03","31","100","1815"
"6.8","0.3","0.35","2.8","0.038","10","164","1816"
"6.7","0.27","0.3","13.9","0.029","34","131","1817"
"7.2","0.5","0","0.8","0.034","46","114","1818"
"6","0.26","0.29","1","0.032","27","96","1819"
"6.8","0.33","0.28","1.2","0.032","38","131","1820"
"6.8","0.3","0.35","2.8","0.038","10","164","1821"
"7.4","0.29","0.31","1.7","0.035","23","110","1822"
"8.2","0.42","0.29","4.1","0.03","31","100","1823"
"7.3","0.19","0.24","6.3","0.054","34","231","1824"
"6.5","0.32","0.12","11.5","0.033","35","165","1825"
"7.1","0.32","0.4","1.5","0.034","13","84","1826"
"6.5","0.32","0.12","11.5","0.033","35","165","1827"
"7.3","0.19","0.24","6.3","0.054","34","231","1828"
"7.3","0.17","0.23","6.3","0.051","35","240","1829"
"7.7","0.44","0.24","11.2","0.031","41","167","1830"
"7.7","0.44","0.24","11.2","0.031","41","167","1831"
"7.4","0.49","0.24","15.1","0.03","34","153","1832"
"7.7","0.44","0.24","11.2","0.031","41","167","1833"
"7.4","0.49","0.24","15.1","0.03","34","153","1834"
"6.4","0.21","0.3","5.6","0.044","43","160","1835"
"8","0.55","0.42","12.6","0.211","37","213","1836"
"7","0.19","0.23","5.7","0.123","27","104","1837"
"7.2","0.24","0.29","2.2","0.037","37","102","1838"
"6.5","0.34","0.36","11","0.052","53","247","1839"
"7","0.19","0.23","5.7","0.123","27","104","1840"
"6.9","0.18","0.33","1","0.054","24","164","1841"
"7.2","0.24","0.29","2.2","0.037","37","102","1842"
"8.2","0.18","0.31","11.8","0.039","96","249","1843"
"8.3","0.28","0.45","7.8","0.059","32","139","1844"
"6.1","0.34","0.46","4.7","0.029","21","94","1845"
"7.4","0.44","0.2","11.5","0.049","44","157","1846"
"7.6","0.26","0.58","7.9","0.041","62","180","1847"
"7.4","0.44","0.2","11.5","0.049","44","157","1848"
"8.7","0.49","0.57","17.8","0.052","34","243","1849"
"7","0.24","0.25","1.7","0.042","48","189","1850"
"7.1","0.25","0.25","1.6","0.046","50","181","1851"
"6.1","0.34","0.46","4.7","0.029","21","94","1852"
"6.4","0.18","0.31","1.6","0.049","36","127","1853"
"8.3","0.27","0.39","2.4","0.058","16","107","1854"
"6.8","0.24","0.35","6.4","0.048","44","172","1855"
"8","0.22","0.28","14","0.053","83","197","1856"
"10","0.91","0.42","1.6","0.056","34","181","1857"
"8.9","0.34","0.34","1.6","0.056","13","176","1858"
"8.9","0.33","0.34","1.4","0.056","14","171","1859"
"8","0.22","0.28","14","0.053","83","197","1860"
"6.7","0.18","0.19","4.7","0.046","57","161","1861"
"7.8","0.2","0.28","10.2","0.054","78","186","1862"
"7.3","0.13","0.31","2.3","0.054","22","104","1863"
"6.6","0.28","0.3","7.8","0.049","57","202","1864"
"7.1","0.25","0.3","2.4","0.042","25","122","1865"
"7.6","0.36","0.44","8.3","0.255","28","142","1866"
"7.6","0.27","0.25","13.9","0.05","45","199","1867"
"6.9","0.37","0.28","13.8","0.031","34","137","1868"
"7.4","0.21","0.27","7.3","0.031","41","144","1869"
"8.2","0.18","0.28","8.5","0.035","41","140","1870"
"6.3","0.19","0.21","1.8","0.049","35","163","1871"
"7","0.21","0.22","5.1","0.048","38","168","1872"
"5.8","0.33","0.2","16.05","0.047","26","166","1873"
"5.8","0.33","0.2","16.05","0.047","26","166","1874"
"7.9","0.29","0.31","7.35","0.034","37","154","1875"
"6.6","0.31","0.38","16.05","0.058","16","165","1876"
"8","0.19","0.3","2","0.053","48","140","1877"
"8","0.2","0.36","1.2","0.032","21","78","1878"
"8","0.25","0.26","14","0.043","41","248","1879"
"7.2","0.2","0.61","16.2","0.043","14","103","1880"
"7.7","0.3","0.42","14.3","0.045","45","213","1881"
"7.2","0.2","0.61","16.2","0.043","14","103","1882"
"7.7","0.3","0.42","14.3","0.045","45","213","1883"
"7.7","0.3","0.42","14.3","0.045","45","213","1884"
"6.4","0.22","0.32","7.9","0.029","34","124","1885"
"7.2","0.2","0.61","16.2","0.043","14","103","1886"
"7","0.53","0.02","1","0.036","39","107","1887"
"7.3","0.24","0.41","13.6","0.05","41","178","1888"
"7.2","0.24","0.4","17.85","0.049","50","185","1889"
"7.6","0.15","0.4","1.3","0.036","24","112","1890"
"7.7","0.3","0.42","14.3","0.045","45","213","1891"
"7.6","0.33","0.41","13.7","0.045","44","197","1892"
"6.8","0.24","0.31","18.3","0.046","40","142","1893"
"6.8","0.24","0.31","18.3","0.046","40","142","1894"
"6.8","0.35","0.44","6.5","0.056","31","161","1895"
"7.9","0.26","0.33","10.3","0.039","73","212","1896"
"7.5","0.29","0.67","8.1","0.037","53","166","1897"
"7.5","0.29","0.67","8.1","0.037","53","166","1898"
"7.2","0.31","0.41","8.6","0.053","15","89","1899"
"6.7","0.44","0.31","1.9","0.03","41","104","1900"
"10","0.23","0.27","14.1","0.033","45","166","1901"
"7.4","0.21","0.3","7.9","0.039","14","118","1902"
"8.8","0.23","0.35","10.7","0.04","26","183","1903"
"7.8","0.34","0.27","1.2","0.04","25","106","1904"
"7.9","0.26","0.33","10.3","0.039","73","212","1905"
"7.5","0.29","0.67","8.1","0.037","53","166","1906"
"6","0.28","0.35","1.9","0.037","16","120","1907"
"7.9","0.37","0.3","2.7","0.029","64","158","1908"
"7.2","0.36","0.36","5.7","0.038","26","98","1909"
"7.6","0.13","0.34","9.3","0.062","40","126","1910"
"6.6","0.25","0.36","8.1","0.045","54","180","1911"
"7.1","0.18","0.26","1.3","0.041","20","71","1912"
"7.9","0.3","0.27","8.5","0.036","20","112","1913"
"8.3","0.23","0.3","2.1","0.049","21","153","1914"
"6.8","0.43","0.3","3.5","0.033","27","135","1915"
"7.2","0.36","0.36","5.7","0.038","26","98","1916"
"6.6","0.25","0.36","8.1","0.045","54","180","1917"
"7.1","0.18","0.26","1.3","0.041","20","71","1918"
"6.6","0.35","0.29","14.4","0.044","54","177","1919"
"7.3","0.22","0.5","13.7","0.049","56","189","1920"
"8.1","0.26","0.33","11.1","0.052","52.5","158","1921"
"7.6","0.13","0.34","9.3","0.062","40","126","1922"
"7","0.12","0.19","4.9","0.055","27","127","1923"
"8.2","0.37","0.27","1.7","0.028","10","59","1924"
"7.6","0.26","0.36","1.6","0.032","6","106","1925"
"6.3","0.2","0.58","1.4","0.204","15","97","1926"
"6.3","0.22","0.57","1.4","0.208","14","96","1927"
"7.1","0.25","0.28","1.6","0.052","46","169","1928"
"7","0.27","0.32","6.8","0.047","47","193","1929"
"8.8","0.34","0.33","9.7","0.036","46","172","1930"
"9.2","0.27","0.34","10.5","0.043","49","228","1931"
"7.1","0.49","0.22","2","0.047","146.5","307.5","1932"
"9.2","0.71","0.23","6.2","0.042","15","93","1933"
"7.2","0.47","0.65","8.3","0.083","27","182","1934"
"6.8","0.28","0.36","1.6","0.04","25","87","1935"
"8.8","0.34","0.33","9.7","0.036","46","172","1936"
"9.2","0.27","0.34","10.5","0.043","49","228","1937"
"7.3","0.13","0.27","4.6","0.08","34","172","1938"
"7.2","0.16","0.35","1.2","0.031","27","84","1939"
"6.8","0.31","0.32","7.6","0.052","35","143","1940"
"8.3","0.36","0.57","15","0.052","35","256","1941"
"6.8","0.31","0.32","7.6","0.052","35","143","1942"
"8.3","0.36","0.57","15","0.052","35","256","1943"
"6.3","0.25","0.44","11.6","0.041","48","195","1944"
"6","0.45","0.42","1.1","0.051","61","197","1945"
"8.1","0.26","0.3","7.8","0.049","39","152","1946"
"6.4","0.22","0.32","12","0.066","57","158","1947"
"5.7","0.45","0.42","1.1","0.051","61","197","1948"
"7.2","0.19","0.31","1.4","0.046","37","135","1949"
"6.7","0.31","0.44","6.7","0.054","29","160","1950"
"8","0.25","0.13","17.2","0.036","49","219","1951"
"9.9","1.005","0.46","1.4","0.046","34","185","1952"
"8.1","0.31","0.36","8.2","0.028","29","142","1953"
"8.1","0.24","0.38","4.3","0.044","49","172","1954"
"8","0.25","0.13","17.2","0.036","49","219","1955"
"6.4","0.29","0.28","11.1","0.063","66","169","1956"
"7.2","0.15","0.33","1.1","0.027","16","63","1957"
"7","0.12","0.32","7.2","0.058","22","89","1958"
"7.4","0.32","0.55","16.6","0.056","53","238","1959"
"8.5","0.17","0.31","1","0.024","13","91","1960"
"8.5","0.17","0.31","1","0.024","13","91","1961"
"9.5","0.21","0.47","1.3","0.039","21","123","1962"
"8.2","0.21","0.48","1.4","0.041","11","99","1963"
"7.4","0.32","0.55","16.6","0.056","53","238","1964"
"6.8","0.31","0.42","6.9","0.046","50","173","1965"
"6.8","0.27","0.28","13.3","0.076","50","163","1966"
"7.4","0.21","0.3","8.1","0.047","13","114","1967"
"8","0.23","0.35","9.2","0.044","53","186","1968"
"7.6","0.2","0.31","1.4","0.047","41","142","1969"
"6.3","0.41","0.3","3.2","0.03","49","164","1970"
"8.3","0.49","0.43","2.5","0.036","32","116","1971"
"6.3","0.41","0.3","3.2","0.03","49","164","1972"
"7.6","0.2","0.26","4.5","0.086","37","133","1973"
"7.5","0.26","0.26","18.35","0.084","33","139","1974"
"7.5","0.26","0.26","18.35","0.084","33","139","1975"
"6.8","0.27","0.35","7.8","0.048","76","197","1976"
"6.8","0.28","0.37","7","0.057","35","208","1977"
"8.4","0.2","0.27","6.3","0.048","30","143","1978"
"7.9","0.33","0.26","1.2","0.044","23","103","1979"
"7.5","0.38","0.5","12.8","0.042","57","184","1980"
"7.6","0.2","0.3","14.2","0.056","53","212.5","1981"
"7.6","0.2","0.3","14.2","0.056","53","212.5","1982"
"7.6","0.2","0.3","14.2","0.056","53","212.5","1983"
"7.6","0.2","0.3","14.2","0.056","53","212.5","1984"
"7.6","0.2","0.3","14.2","0.056","53","212.5","1985"
"8.1","0.19","0.58","16.65","0.049","48","181","1986"
"7.6","0.16","0.41","1.9","0.047","27","151","1987"
"8.1","0.22","0.28","7.7","0.043","57","176","1988"
"8","0.22","0.32","10.4","0.043","63","201","1989"
"7.1","0.33","0.3","3.3","0.034","30","102","1990"
"6.4","0.43","0.27","1.1","0.054","5","110","1991"
"7.6","0.2","0.3","14.2","0.056","53","212.5","1992"
"7","0.12","0.28","6.3","0.057","17","103","1993"
"7.4","0.3","0.22","5.25","0.053","33","180","1994"
"7","0.28","0.33","14.6","0.043","47","168","1995"
"8.4","0.2","0.38","11.8","0.055","51","170","1996"
"7","0.28","0.33","14.6","0.043","47","168","1997"
"8.4","0.2","0.38","11.8","0.055","51","170","1998"
"8.4","0.2","0.38","11.8","0.055","51","170","1999"
"7.3","0.18","0.31","17.3","0.055","32","197","2000"
"6.8","0.31","0.09","1.4","0.04","56","145","2001"
"6.7","0.31","0.08","1.3","0.038","58","147","2002"
"7.6","0.17","0.35","1.6","0.047","43","154","2003"
"7.4","0.3","0.22","5.25","0.053","33","180","2004"
"7.4","0.26","0.31","2.4","0.043","58","178","2005"
"7","0.28","0.33","14.6","0.043","47","168","2006"
"8.4","0.2","0.38","11.8","0.055","51","170","2007"
"5.6","0.18","0.31","1.5","0.038","16","84","2008"
"7.2","0.15","0.39","1.8","0.043","21","159","2009"
"8","0.4","0.33","7.7","0.034","27","98","2010"
"7","0.25","0.56","2","0.035","20","95","2011"
"7.2","0.15","0.39","1.8","0.043","21","159","2012"
"6.8","0.18","0.46","1.4","0.064","37","160","2013"
"6.6","0.32","0.22","16.7","0.046","38","133","2014"
"9","0.55","0.3","8.1","0.026","14","71","2015"
"6.9","0.19","0.39","8","0.028","22","84","2016"
"6.3","0.41","0.33","4.7","0.023","28","110","2017"
"9","0.55","0.3","8.1","0.026","14","71","2018"
"7","0.2","0.34","2.1","0.049","12","136","2019"
"6.6","0.32","0.22","16.7","0.046","38","133","2020"
"7.7","0.26","0.34","6.4","0.05","36","163","2021"
"6.3","0.21","0.28","1.5","0.051","46","142","2022"
"7.6","0.34","0.39","7.6","0.04","45","215","2023"
"6.3","0.21","0.28","1.5","0.051","46","142","2024"
"8","0.43","0.4","12.4","0.168","29","190","2025"
"7.5","0.3","0.71","1.3","0.16","44","149","2026"
"6.4","0.26","0.4","1.7","0.179","5","60","2027"
"6.9","0.32","0.15","8.1","0.046","51","180","2028"
"8.9","0.21","0.34","7.1","0.037","33","150","2029"
"7.6","0.34","0.39","7.6","0.04","45","215","2030"
"9.5","0.42","0.41","2.3","0.034","22","145","2031"
"7.6","0.29","0.26","6.5","0.042","32","160","2032"
"6.5","0.25","0.2","1.4","0.024","29","101","2033"
"7.2","0.23","0.33","12.7","0.049","50","183","2034"
"7.9","0.35","0.36","1.6","0.038","11","124","2035"
"8.8","0.2","0.28","1.1","0.018","18","72","2036"
"5.7","0.27","0.32","1.2","0.046","20","155","2037"
"7.6","0.29","0.26","6.5","0.042","32","160","2038"
"5.5","0.14","0.27","4.6","0.029","22","104","2039"
"8.7","0.24","0.35","0.6","0.042","11","71","2040"
"6.7","0.3","0.45","10.6","0.032","56","212","2041"
"5.5","0.14","0.27","4.6","0.029","22","104","2042"
"5.6","0.13","0.27","4.8","0.028","22","104","2043"
"7.4","0.18","0.34","2.7","0.03","30","107","2044"
"5.7","0.385","0.04","12.6","0.034","22","115","2045"
"8.7","0.24","0.35","0.6","0.042","11","71","2046"
"8.3","0.33","0.43","9.2","0.046","22","126","2047"
"6.8","0.34","0.44","6.6","0.052","28","156","2048"
"6.8","0.33","0.44","7","0.05","29","155","2049"
"6.3","0.28","0.24","8.45","0.031","32","172","2050"
"11.8","0.23","0.38","11.1","0.034","15","123","2051"
"6.8","0.21","0.27","18.15","0.042","41","146","2052"
"6.8","0.21","0.27","18.15","0.042","41","146","2053"
"8.6","0.485","0.29","4.1","0.026","19","101","2054"
"8.6","0.485","0.29","4.1","0.026","19","101","2055"
"7.3","0.29","0.29","4.6","0.029","27","155","2056"
"6.8","0.21","0.27","18.15","0.042","41","146","2057"
"6.7","0.31","0.31","4.9","0.031","20","151","2058"
"7.3","0.29","0.37","8.3","0.044","45","227","2059"
"5.7","0.46","0.46","1.4","0.04","31","169","2060"
"6.8","0.28","0.44","11.5","0.04","58","223","2061"
"6.7","0.23","0.33","1.8","0.036","23","96","2062"
"6.9","0.17","0.25","1.6","0.047","34","132","2063"
"7.6","0.18","0.36","2.4","0.049","38","123","2064"
"6.6","0.22","0.28","4.9","0.042","51","180","2065"
"7.8","0.27","0.28","1.8","0.05","21","127","2066"
"7.7","0.28","0.29","4.3","0.051","25","142","2067"
"7.6","0.29","0.29","4.4","0.051","26","146","2068"
"5.7","0.32","0.18","1.4","0.029","26","104","2069"
"7.1","0.33","0.25","1.6","0.03","25","126","2070"
"7.3","0.34","0.3","1.3","0.057","25","173","2071"
"6.5","0.19","0.26","5.2","0.04","31","140","2072"
"6.6","0.23","0.27","5.6","0.043","43","164","2073"
"6.6","0.27","0.29","5.3","0.045","57","189","2074"
"6.6","0.22","0.28","4.9","0.042","51","180","2075"
"7.6","0.18","0.36","2.4","0.049","38","123","2076"
"6.8","0.36","0.32","1.6","0.039","10","124","2077"
"7","0.22","0.39","2.1","0.055","39","198","2078"
"5.9","0.17","0.3","1.4","0.042","25","119","2079"
"7.4","0.45","0.32","7.1","0.044","17","117","2080"
"6.8","0.36","0.32","1.6","0.039","10","124","2081"
"7.5","0.42","0.14","10.7","0.046","18","95","2082"
"7.5","0.33","0.32","11.1","0.036","25","119","2083"
"9.4","0.3","0.32","10.7","0.029","14","111","2084"
"7.9","0.17","0.32","1.6","0.053","47","150","2085"
"7.9","0.17","0.32","1.6","0.053","47","150","2086"
"8.2","0.17","0.32","1.5","0.05","17","101","2087"
"8.3","0.17","0.31","1.5","0.049","48","153","2088"
"8.7","0.15","0.3","1.6","0.046","29","130","2089"
"7.9","0.17","0.32","1.6","0.053","47","150","2090"
"7.2","0.25","0.19","8","0.044","51","172","2091"
"7.2","0.24","0.19","7.7","0.045","53","176","2092"
"5.3","0.76","0.03","2.7","0.043","27","93","2093"
"6.6","0.22","0.53","15.1","0.052","22","136","2094"
